id;title;vote_average;vote_count;release_date;revenue;runtime;budget
395814;Rememory;6076;388;08/09/2017 00:00;0;111;0
432836;Memoir of a Murderer;7405;262;07/09/2017 00:00;0;118;125000
433498;Papillon;7337;1754;07/09/2017 00:00;10060903;134;0
337676;Mektoub, My Love: Canto Uno;6743;282;07/09/2017 00:00;0;180;0
427900;Home Again;6118;1125;07/09/2017 00:00;27020284;97;12000000
346364;It;7242;18018;06/09/2017 00:00;701800000;135;40000000
419835;Crooked House;6406;829;06/09/2017 00:00;2049844;115;0
469019;Jim & Andy: The Great Beyond;7525;628;05/09/2017 00:00;0;94;0
398818;Call Me by Your Name;8167;11367;01/09/2017 00:00;43143046;132;4000000
428493;God's Own Country;7755;823;01/09/2017 00:00;2559939;105;0
391713;Lady Bird;7271;7861;01/09/2017 00:00;78966486;94;10000000
339404;The Layover;5384;649;01/09/2017 00:00;0;88;0
416160;The Vault;4831;362;01/09/2017 00:00;5728;91;5000000
437033;Toc Toc;709;1144;01/09/2017 00:00;0;90;0
473072;2036: Nexus Dawn;6873;331;30/08/2017 00:00;0;7;0
401246;The Square;6764;1409;25/08/2017 00:00;9494535;151;0
441701;Veronica;6182;1587;25/08/2017 00:00;0;105;0
430354;Bushwick;5064;430;25/08/2017 00:00;0;94;0
351460;Death Note;4235;3738;25/08/2017 00:00;0;101;40000000
426238;Beach Rats;597;474;25/08/2017 00:00;486623;99;0
408266;Birth of the Dragon;57;271;25/08/2017 00:00;7125027;103;31000000
429210;Bingo: The King of the Mornings;8019;350;24/08/2017 00:00;0;113;0
454699;Monster Family;5992;311;24/08/2017 00:00;26441892;93;0
451945;BPM (Beats per Minute);7723;1274;23/08/2017 00:00;7632420;135;6600000
335788;Renegades;5608;297;21/08/2017 00:00;2602149;105;66190000
460790;Starship Troopers: Traitor of Mars;59;250;21/08/2017 00:00;0;87;0
337170;American Made;6862;4137;18/08/2017 00:00;133511855;115;50000000
406990;What Happened to Monday;717;5687;18/08/2017 00:00;27975429;123;20000000
431819;Fireworks;65;303;18/08/2017 00:00;26617621;90;0
399170;Logan Lucky;6729;3221;17/08/2017 00:00;48453605;118;29000000
446131;Madame;5924;270;17/08/2017 00:00;0;91;0
390043;The Hitman's Bodyguard;6891;5732;16/08/2017 00:00;176586701;118;30000000
464737;The End?;6149;360;14/08/2017 00:00;185469;100;0
408648;Batman and Harley Quinn;6116;545;14/08/2017 00:00;39091;74;3500000
429200;Good Time;7204;2617;11/08/2017 00:00;3283369;102;0
336000;The Glass Castle;7172;739;11/08/2017 00:00;22088533;127;9000000
411741;Ingrid Goes West;6439;872;11/08/2017 00:00;24931915;97;0
335777;The Nut Job 2: Nutty by Nature;5973;373;11/08/2017 00:00;65146020;91;40000000
433251;Naked;5746;1188;11/08/2017 00:00;0;96;0
420707;Cage Dive;4582;288;11/08/2017 00:00;0;80;0
345923;All I See Is You;5147;542;10/08/2017 00:00;646946;110;30000000
346671;Little Evil;5625;864;08/08/2017 00:00;0;94;0
332283;Mary Shelley;7018;934;06/08/2017 00:00;0;120;0
438970;Sharknado 5: Global Swarming;4813;299;06/08/2017 00:00;0;90;3000000
414453;Columbus;7037;341;04/08/2017 00:00;1015744;105;700000
431530;A Bad Moms Christmas;6314;1923;04/08/2017 00:00;130560428;104;28000000
395834;Wind River;7428;4747;03/08/2017 00:00;44998252;107;11000000
353491;The Dark Tower;5673;4658;03/08/2017 00:00;113231078;95;60000000
396422;Annabelle: Creation;66;5258;03/08/2017 00:00;306515884;110;15000000
437068;A Taxi Driver;8065;837;02/08/2017 00:00;81927980;138;12820005
461053;S.W.A.T.: Under Siege;585;333;01/08/2017 00:00;0;89;0
407448;Detroit;7306;1527;28/07/2017 00:00;23355100;143;34000000
403431;Brigsby Bear;7202;341;27/07/2017 00:00;532669;97;0
95608;The Only Living Boy in New York;6348;282;27/07/2017 00:00;2550321;88;0
415401;The Party;6342;483;27/07/2017 00:00;3300000;71;0
413644;The Son of Bigfoot;659;440;26/07/2017 00:00;46372519;92;30000000
341013;Atomic Blonde;64;5860;26/07/2017 00:00;100014025;115;30000000
378236;The Emoji Movie;5488;2832;23/07/2017 00:00;216909830;86;50000000
417320;Descendants 2;7378;1507;21/07/2017 00:00;0;111;0
417870;Girls Trip;6838;1418;21/07/2017 00:00;140376621;122;19000000
410554;First Kill;5693;510;21/07/2017 00:00;0;97;10000000
339964;Valerian and the City of a Thousand Planets;6625;6987;20/07/2017 00:00;225973340;136;177200000
374720;Dunkirk;7456;15464;19/07/2017 00:00;527000000;107;150000000
455656;#realityhigh;6317;995;17/07/2017 00:00;0;99;0
436274;Radius;66;566;17/07/2017 00:00;14097;93;0
433945;Tokyo Ghoul;70;326;16/07/2017 00:00;0;119;0
436931;Pokémon the Movie: I Choose You!;7035;589;15/07/2017 00:00;37552144;98;0
445030;No Game, No Life: Zero;782;337;15/07/2017 00:00;6000000;106;0
339692;Shot Caller;6931;1845;13/07/2017 00:00;0;121;0
257785;Tulip Fever;6527;641;13/07/2017 00:00;9204549;107;25000000
463906;The Saint;5337;264;11/07/2017 00:00;0;92;0
456048;The Humanity Bureau;4823;319;11/07/2017 00:00;17544173;94;6000000
281338;War for the Planet of the Apes;716;8030;11/07/2017 00:00;490719763;140;150000000
347984;6 Days;6012;642;09/07/2017 00:00;0;95;1500000
430447;Mary and The Witch's Flower;71;696;08/07/2017 00:00;42170089;103;0
440597;Wish Upon;5595;1215;07/07/2017 00:00;14301505;90;12000000
315635;Spider-Man: Homecoming;7345;20507;05/07/2017 00:00;880166924;133;175000000
313943;Revolt;5482;325;01/07/2017 00:00;24416;87;4000000
411873;The Little Hours;5787;509;30/06/2017 00:00;0;90;0
433630;Inconceivable;5583;307;30/06/2017 00:00;0;105;0
203835;Amityville: The Awakening;53;952;30/06/2017 00:00;0;87;0
269795;0,098611111;5963;1344;29/06/2017 00:00;3945729;99;0
345914;The House;5639;846;29/06/2017 00:00;34200000;88;40000000
451995;Faces Places;7669;353;28/06/2017 00:00;1108983;94;0
387426;Okja;7389;3999;28/06/2017 00:00;0;122;50000000
407531;Bedeviled;5263;255;28/06/2017 00:00;0;91;0
339403;Baby Driver;75;14634;28/06/2017 00:00;226945087;113;34000000
390062;Jungle;6592;1772;27/06/2017 00:00;1906640;115;0
416186;Godard Mon Amour;6662;324;24/06/2017 00:00;82264;108;12840746
399019;The Beguiled;5896;2016;23/06/2017 00:00;27397655;93;10500000
316154;The Bad Batch;5242;980;23/06/2017 00:00;180851;119;6000000
339877;Loving Vincent;8026;2287;22/06/2017 00:00;42187665;95;5500000
453191;The Big Bad Fox and Other Tales;7675;265;21/06/2017 00:00;19030780;83;3000000
399031;Happy End;6132;353;21/06/2017 00:00;0;110;13600000
437739;The Mansion;4802;456;21/06/2017 00:00;0;100;0
459928;12 Feet Deep;5614;422;20/06/2017 00:00;6158;85;0
428495;The Nile Hilton Incident;6593;318;19/06/2017 00:00;81089;111;4250000
412105;You Get Me;5627;1636;19/06/2017 00:00;0;89;0
382614;The Book of Henry;7523;1216;16/06/2017 00:00;4596705;105;10000000
411999;OtherLife;6339;365;16/06/2017 00:00;0;96;0
293768;Kidnap;6198;1214;16/06/2017 00:00;30718107;95;21000000
335988;Transformers: The Last Knight;6059;5727;16/06/2017 00:00;605425157;154;217000000
404733;Overdrive;607;867;16/06/2017 00:00;11247280;93;28210303
433471;Lou;76;352;16/06/2017 00:00;0;6;0
260514;Cars 3;6853;5263;15/06/2017 00:00;383925276;102;175000000
324852;Despicable Me 3;6451;6560;15/06/2017 00:00;1031552585;90;80000000
397422;Rough Night;5691;1891;15/06/2017 00:00;45056771;101;20000000
461955;Rakka;7094;278;14/06/2017 00:00;0;22;0
432087;Back to Burgundy;69;460;14/06/2017 00:00;0;113;0
402529;All Eyez on Me;671;1108;12/06/2017 00:00;44922302;139;40000000
435707;Skins;6455;479;09/06/2017 00:00;0;78;0
418078;It Comes at Night;5841;2167;09/06/2017 00:00;19280931;91;5000000
457962;Shimmer Lake;5828;381;09/06/2017 00:00;0;83;0
424488;Megan Leavey;73;709;09/06/2017 00:00;13406883;116;0
437109;The Villainess;6842;600;08/06/2017 00:00;8737458;129;125000
302150;The Hunter's Prayer;5715;354;08/06/2017 00:00;0;91;17000000
413998;My Cousin Rachel;5678;526;08/06/2017 00:00;9200168;106;0
345915;Once Upon a Time in Venice;5163;575;08/06/2017 00:00;855888;94;0
282035;The Mummy;5507;6741;06/06/2017 00:00;409231607;110;125000000
432976;Icarus;7675;667;03/06/2017 00:00;0;121;0
339987;The Exception;6932;390;02/06/2017 00:00;708973;107;0
455551;The Recall;4555;316;02/06/2017 00:00;1319566;91;5000000
455661;In a Heartbeat;8005;963;01/06/2017 00:00;0;4;0
268531;Captain Underpants: The First Epic Movie;6241;1105;01/06/2017 00:00;125427681;89;38000000
429174;Loveless;736;674;01/06/2017 00:00;3925992;122;0
297762;Wonder Woman;7236;18954;30/05/2017 00:00;822854286;141;149000000
367147;Buster's Mal Heart;6145;262;28/05/2017 00:00;73121;96;0
400136;Resident Evil: Vendetta;6903;869;27/05/2017 00:00;0;97;0
76812;Black Butterfly;6223;490;26/05/2017 00:00;0;93;0
451955;Double Lover;6094;486;26/05/2017 00:00;4248574;108;7110000
354287;War Machine;5578;1039;26/05/2017 00:00;0;122;60000000
339259;The Man with the Iron Heart;6552;705;25/05/2017 00:00;4412639;120;32679734
339846;Baywatch;6092;7545;25/05/2017 00:00;177856751;116;69000000
403119;47 Meters Down;5789;2570;25/05/2017 00:00;62198461;89;5500000
399790;Churchill;616;284;25/05/2017 00:00;0;110;10000000
444902;Dirty Dancing;5539;410;24/05/2017 00:00;0;130;6000000
166426;Pirates of the Caribbean: Dead Men Tell No Tales;6648;11176;23/05/2017 00:00;795922298;128;230000000
409421;BLAME!;644;268;20/05/2017 00:00;0;106;0
369894;Wakefield;6121;375;19/05/2017 00:00;798214;106;0
417830;Diary of a Wimpy Kid: The Long Haul;5311;417;19/05/2017 00:00;40120144;91;22000000
455839;Time Trap;62;960;19/05/2017 00:00;0;87;0
417678;Everything, Everything;7245;3583;18/05/2017 00:00;61621140;96;10000000
405775;The Wall;6353;829;12/05/2017 00:00;4500000;90;3000000
457601;Everything You Want;7442;278;11/05/2017 00:00;249009;106;0
363992;The Wizard of Lies;6641;514;11/05/2017 00:00;0;133;0
274857;King Arthur: Legend of the Sword;6536;5333;10/05/2017 00:00;148675066;126;175000000
301355;Message from the King;6195;405;10/05/2017 00:00;315132;102;10000000
450179;Problemos;5486;358;10/05/2017 00:00;0;85;0
126889;Alien: Covenant;61;7822;09/05/2017 00:00;240891763;122;97000000
433422;Fairy Tail: Dragon Cry;6597;386;06/05/2017 00:00;0;85;0
401546;The Dinner;45;260;05/05/2017 00:00;2544921;120;0
242606;Keep Watching;5071;261;04/05/2017 00:00;0;90;0
455714;Bad Genius;7924;721;03/05/2017 00:00;42350000;130;1839169
373569;Snatched;537;750;03/05/2017 00:00;60845711;90;42000000
426284;Blade of the Immortal;6601;479;29/04/2017 00:00;150532;140;0
301372;Voice from the Stone;5606;438;28/04/2017 00:00;0;91;0
411405;Small Crimes;5302;250;28/04/2017 00:00;0;95;0
350312;Bāhubali 2: The Conclusion;7394;642;27/04/2017 00:00;275947313;168;31000000
291276;Unlocked;6237;1007;27/04/2017 00:00;0;98;0
394830;The Crucifixion;5685;453;27/04/2017 00:00;6554322;90;0
339988;The Circle;5512;4192;27/04/2017 00:00;40651864;110;18000000
438347;Wedding Unplanned;6121;447;26/04/2017 00:00;0;94;0
428449;A Ghost Story;7107;2124;24/04/2017 00:00;1929659;93;100000
340442;Pilgrimage;5907;253;23/04/2017 00:00;0;96;0
390054;Sand Castle;6482;718;21/04/2017 00:00;0;113;0
441614;Amar;5077;492;21/04/2017 00:00;0;105;0
443319;Phoenix Forgotten;595;250;21/04/2017 00:00;3600000;87;2800000
363126;Berlin Syndrome;6007;590;20/04/2017 00:00;397783;116;0
283995;Guardians of the Galaxy Vol. 2;7624;20353;19/04/2017 00:00;863756051;137;200000000
426962;Room(h)ates;527;363;19/04/2017 00:00;4855506;97;0
306943;The Outcasts;6168;479;14/04/2017 00:00;0;95;0
419700;Sandy Wexler;5462;501;14/04/2017 00:00;0;130;0
445793;Husband & Wife;666;319;13/04/2017 00:00;2839240;105;0
400928;Gifted;8044;4983;12/04/2017 00:00;40343446;101;7000000
337339;The Fate of the Furious;6887;9719;12/04/2017 00:00;1236005118;136;250000000
437311;Orbiter 9;58;260;07/04/2017 00:00;0;95;0
440642;The Spacewalker;7076;288;06/04/2017 00:00;9868942;140;7075038
429191;A Fantastic Woman;7075;644;06/04/2017 00:00;1880736;104;0
353070;Going in Style;6689;2569;06/04/2017 00:00;84618541;96;25000000
339967;Colossal;6296;1894;06/04/2017 00:00;3029287;109;0
430365;With Open Arms;53;438;05/04/2017 00:00;0;92;0
408647;Teen Titans: The Judas Contract;7375;632;31/03/2017 00:00;0;84;0
317560;Carrie Pilby;6916;405;31/03/2017 00:00;28430;98;0
376134;The Discovery;6294;1205;31/03/2017 00:00;0;102;0
334521;Free Fire;6252;1015;31/03/2017 00:00;3719383;90;7000000
334536;The Blackcoat's Daughter;5788;564;31/03/2017 00:00;19980;93;0
416477;The Big Sick;7344;2245;30/03/2017 00:00;56303596;120;5000000
449415;Classe Z;5536;264;30/03/2017 00:00;0;92;0
315837;Ghost in the Shell;6066;7581;29/03/2017 00:00;169801921;107;110000000
411626;Gangsterdam;5332;268;29/03/2017 00:00;0;100;0
452773;Tad, the Lost Explorer, and the Secret of King Midas;6693;367;25/03/2017 00:00;34156960;85;10778400
289222;The Zookeeper's Wife;7363;1414;24/03/2017 00:00;26152835;126;20000000
346681;Wilson;6018;335;24/03/2017 00:00;653951;94;0
295693;The Boss Baby;6451;6682;23/03/2017 00:00;527965936;97;125000000
137116;Smurfs: The Lost Village;6323;1326;23/03/2017 00:00;197183546;89;60000000
417644;CHiPS;6127;1187;23/03/2017 00:00;26800152;100;25000000
283591;The Secret Scripture;73;260;23/03/2017 00:00;152761;108;0
305470;Power Rangers;63;4189;23/03/2017 00:00;142337240;124;105000000
395992;Life;6423;6811;22/03/2017 00:00;100541806;104;58000000
354216;The Devil's Candy;6266;600;17/03/2017 00:00;0;79;0
336890;Goon: Last of the Enforcers;5667;281;17/03/2017 00:00;0;101;0
330947;Song to Song;5466;797;17/03/2017 00:00;1710528;129;10000000
321612;Beauty and the Beast;6967;14871;16/03/2017 00:00;1266115964;129;160000000
415086;What the Health;6916;314;16/03/2017 00:00;0;97;273428
397415;Vengeance: A Love Story;5557;264;16/03/2017 00:00;4526;99;0
437425;You Choose!;5768;295;15/03/2017 00:00;0;95;0
314095;The Lost City of Z;64;2631;15/03/2017 00:00;8574339;141;30000000
371638;The Disaster Artist;7113;3316;12/03/2017 00:00;29820616;104;10000000
438747;Tangled: Before Ever After;6825;348;10/03/2017 00:00;0;55;0
445583;It's All About Karma;5755;267;09/03/2017 00:00;0;86;0
431937;Mr & Mme Adelman;7514;397;08/03/2017 00:00;0;120;0
293167;Kong: Skull Island;6514;9696;08/03/2017 00:00;566652812;118;185000000
425134;How to Be a Latin Lover;6943;574;06/03/2017 00:00;26251899;115;0
418437;Unforgettable;5875;595;06/03/2017 00:00;17768012;100;12000000
460846;Security;6264;749;04/03/2017 00:00;0;87;15000000
345938;The Shack;7495;1963;03/03/2017 00:00;96942115;132;20000000
396810;The Last Word;6564;330;03/03/2017 00:00;1783421;108;0
392207;The Invisible Guardian;6529;622;03/03/2017 00:00;0;129;5000000
353569;Table 19;5929;900;03/03/2017 00:00;5042014;87;5000000
429662;Viceroy's House;668;261;03/03/2017 00:00;11868221;106;0
558144;Deadpool: No Good Deed;71;448;03/03/2017 00:00;0;4;0
436343;On Body and Soul;7222;493;02/03/2017 00:00;0;116;0
397837;Before I Fall;6969;3252;02/03/2017 00:00;18900000;98;5000000
400020;The Young Karl Marx;683;279;02/03/2017 00:00;0;118;0
439998;Omicidio all'italiana;63;387;02/03/2017 00:00;1042265;99;0
434616;Patients;7456;582;01/03/2017 00:00;0;110;0
390051;Aftermath;5742;828;28/02/2017 00:00;840809;92;10500000
263115;Logan;78;18116;28/02/2017 00:00;619021436;137;97000000
419430;Get Out;762;16081;24/02/2017 00:00;255407969;104;4500000
419522;Ignorance Is Bliss;588;432;23/02/2017 00:00;0;102;0
451499;School of Life;7434;264;22/02/2017 00:00;0;116;0
340027;Brain on Fire;7058;1292;22/02/2017 00:00;0;88;0
430528;If I Were a Boy;534;347;22/02/2017 00:00;1162912;95;0
340101;Their Finest;6702;377;19/02/2017 00:00;3603484;117;11795877
433247;First They Killed My Father;7403;612;18/02/2017 00:00;0;136;24000000
413594;Sword Art Online: The Movie – Ordinal Scale;78;619;18/02/2017 00:00;20725409;119;0
340270;The Healer;7142;465;17/02/2017 00:00;0;113;0
297160;XX;5001;401;17/02/2017 00:00;30911;80;0
345922;Fist Fight;608;1169;16/02/2017 00:00;41087017;91;22000000
412202;Handsome Devil;7053;610;15/02/2017 00:00;0;95;1050000
398929;Alibi.com;6484;1567;15/02/2017 00:00;29370592;90;7546570
420648;The Bar;6309;1225;15/02/2017 00:00;3662671;102;6045750
382589;Rock'n Roll;5198;711;15/02/2017 00:00;0;123;17900000
340837;A Cure for Wellness;63;3589;15/02/2017 00:00;26620002;146;40000000
440708;Mom or Dad?;5868;608;14/02/2017 00:00;0;98;0
354556;Guardians;5024;721;14/02/2017 00:00;4803565;100;5400000
441829;Team Thor: Part 2;696;286;14/02/2017 00:00;0;5;0
440596;Kiss and Cry;7291;401;10/02/2017 00:00;0;95;0
370663;Below Her Mouth;6796;1063;10/02/2017 00:00;33673;92;0
435366;Fabricated City;77;280;09/02/2017 00:00;0;126;0
324552;John Wick: Chapter 2;7323;12007;08/02/2017 00:00;171539887;122;40000000
324849;The Lego Batman Movie;7222;4593;08/02/2017 00:00;311950384;104;80000000
341174;Fifty Shades Darker;6492;7259;08/02/2017 00:00;378827494;118;55000000
420950;Alone;567;491;08/02/2017 00:00;0;90;0
411019;I Am Not Your Negro;7737;431;03/02/2017 00:00;7123919;93;1000000
429199;The Other Side of Hope;70;269;03/02/2017 00:00;1657449;101;0
406385;I Can Quit Whenever I Want 2: Masterclass;7387;1169;02/02/2017 00:00;0;113;0
423453;Sahara;5907;264;01/02/2017 00:00;7800000;86;0
382597;R.A.I.D. Special Unit;5749;852;01/02/2017 00:00;34598750;105;32400000
14564;Rings;4966;2375;01/02/2017 00:00;83080890;102;25000000
414770;Antiporno;6787;361;28/01/2017 00:00;0;76;0
180863;T2 Trainspotting;6946;2916;27/01/2017 00:00;42067430;117;18000000
414190;iBoy;5952;1084;27/01/2017 00:00;0;90;1500000
383785;Kung Fu Yoga;5832;331;27/01/2017 00:00;254212245;107;65000000
379019;My Blind Date with Life;7571;262;26/01/2017 00:00;0;111;0
401513;Attraction;6669;731;26/01/2017 00:00;19454845;117;5027266
365942;The Space Between Us;71;2317;26/01/2017 00:00;14793385;121;30000000
421447;The Climb;6732;809;25/01/2017 00:00;0;103;6600000
467938;Revenge;6425;1566;25/01/2017 00:00;692079;109;2900000
408220;Justice League Dark;7294;986;24/01/2017 00:00;0;75;0
401104;To the Bone;7218;3354;22/01/2017 00:00;0;107;0
419472;The Polka King;5555;263;22/01/2017 00:00;0;95;0
381289;A Dog's Purpose;7615;3078;19/01/2017 00:00;205035819;100;22000000
381288;Split;7337;16345;19/01/2017 00:00;278454358;117;9000000
435921;It’s the Law;6551;722;19/01/2017 00:00;0;88;0
425591;I Don't Feel at Home in This World Anymore;6547;1198;19/01/2017 00:00;0;96;0
422715;The Bride;5879;327;19/01/2017 00:00;6945256;90;1500000
398924;A Bag of Marbles;7854;786;18/01/2017 00:00;10898998;110;21400000
398920;He Even Has Your Eyes;6084;481;18/01/2017 00:00;0;95;0
47971;xXx: Return of Xander Cage;6138;8541;13/01/2017 00:00;346147658;107;85000000
433244;Clinical;5294;381;13/01/2017 00:00;0;104;0
324542;Sleepless;5914;1171;12/01/2017 00:00;32540674;95;30000000
292280;The Bye Bye Man;52;1149;12/01/2017 00:00;26667197;96;7400000
392011;Kedi;7628;285;08/01/2017 00:00;5037923;79;0
429238;Coin Heist;5413;263;06/01/2017 00:00;0;97;0
411088;The Invisible Guest;812;4212;06/01/2017 00:00;30000000;107;4000000
333354;Extortion;6202;258;02/01/2017 00:00;0;108;0
419511;Mister Happiness;611;319;01/01/2017 00:00;10748185;94;0
342737;20th Century Women;7348;1052;28/12/2016 00:00;5664764;119;7000000
259695;Live by Night;6253;1215;25/12/2016 00:00;22678555;129;108000000
173897;Resident Evil: The Final Chapter;6108;2860;23/12/2016 00:00;312242626;107;40000000
227932;My Mom Is a Character 2;7655;475;22/12/2016 00:00;37858128;96;2000000
68730;Silence;7119;2822;22/12/2016 00:00;23737523;161;46000000
356305;Why Him?;6376;3874;22/12/2016 00:00;118102725;111;38000000
360814;Dangal;7934;863;21/12/2016 00:00;311000000;161;10400000
274870;Passengers;6934;12429;21/12/2016 00:00;303144152;116;110000000
397243;The Autopsy of Jane Doe;6755;3820;21/12/2016 00:00;6170043;86;0
262841;Monster Trucks;6081;780;21/12/2016 00:00;64493915;104;125000000
121856;Assassin's Creed;5419;7328;21/12/2016 00:00;240697856;116;125000000
393457;Fences;6874;2458;16/12/2016 00:00;64414761;139;24000000
311324;The Great Wall;6005;4748;16/12/2016 00:00;331957105;103;150000000
345920;Collateral Beauty;7239;5122;15/12/2016 00:00;88528280;97;36000000
427989;Poor but Rich;6023;388;15/12/2016 00:00;0;90;0
419507;Fuga da Reuma Park;3984;438;15/12/2016 00:00;0;86;0
330459;Rogue One: A Star Wars Story;7488;14354;14/12/2016 00:00;1056057273;133;200000000
342473;Ballerina;7182;1752;14/12/2016 00:00;2351359;89;30000000
388399;Patriots Day;7042;2406;12/12/2016 00:00;50548152;133;45000000
410117;Lady Macbeth;6587;688;12/12/2016 00:00;5245263;86;0
381284;Hidden Figures;8058;8958;10/12/2016 00:00;235956898;127;25000000
324670;Spectral;6421;1549;09/12/2016 00:00;0;109;70000000
382591;Two Is a Family;7749;2841;07/12/2016 00:00;1447740;118;0
429450;Pandora;7588;411;07/12/2016 00:00;30169000;136;13938145
382593;Divorce French Style;6141;561;07/12/2016 00:00;0;90;0
354859;The Promise;6952;413;02/12/2016 00:00;12448676;133;90000000
376866;Jackie;6443;2194;02/12/2016 00:00;13960394;100;9000000
371560;The Eyes of My Mother;6217;290;02/12/2016 00:00;0;76;0
241258;Incarnate;5354;513;01/12/2016 00:00;6341855;91;5000000
313369;La La Land;7897;15625;29/11/2016 00:00;447407695;129;30000000
376290;Miss Sloane;7459;1628;25/11/2016 00:00;9101546;133;13000000
347026;A United Kingdom;6674;480;25/11/2016 00:00;13819139;111;14000000
384682;Office Christmas Party;5652;1904;25/11/2016 00:00;114501299;105;45000000
334543;Lion;8083;6199;24/11/2016 00:00;140312928;118;12000000
346672;Underworld: Blood Wars;5837;3413;24/11/2016 00:00;81093313;91;35000000
335797;Sing;7114;7458;23/11/2016 00:00;634151679;108;75000000
415132;Ares;6103;292;23/11/2016 00:00;0;80;0
291328;Rules Don't Apply;5751;447;23/11/2016 00:00;3885342;127;25000000
338964;Bad Santa 2;5351;700;23/11/2016 00:00;24079268;92;26000000
406785;Inner Workings;79;259;23/11/2016 00:00;0;7;0
376660;The Edge of Seventeen;7174;3833;18/11/2016 00:00;18803648;105;9000000
413658;The Warriors Gate;6573;322;18/11/2016 00:00;0;108;0
334541;Manchester by the Sea;75;5396;18/11/2016 00:00;78988148;138;9000000
370755;Paterson;7102;1722;17/11/2016 00:00;2152738;118;5000000
369885;Allied;68;4251;17/11/2016 00:00;119520023;124;85000000
259316;Fantastic Beasts and Where to Find Them;7334;17892;16/11/2016 00:00;809342332;132;180000000
420245;Don't Knock Twice;5514;700;13/11/2016 00:00;0;93;0
378108;In This Corner of the World;7995;509;12/11/2016 00:00;19496308;130;0
393519;Raw;7061;2935;11/11/2016 00:00;4100000;99;3500000
374052;The Love Witch;6398;455;11/11/2016 00:00;228894;121;0
382598;Full Speed;6004;583;11/11/2016 00:00;7268779;91;0
340402;Almost Christmas;5926;333;11/11/2016 00:00;42487325;111;17000000
339396;True Memoirs of an International Assassin;5739;730;11/11/2016 00:00;0;98;40000000
340103;The Monster;5486;518;11/11/2016 00:00;0;91;2700000
329981;Shut In;5294;650;11/11/2016 00:00;13082071;91;10000000
283378;Fallen;6111;1519;10/11/2016 00:00;0;91;0
293767;Billy Lynn's Long Halftime Walk;5995;522;10/11/2016 00:00;30930984;113;40000000
329865;Arrival;76;16564;10/11/2016 00:00;203388186;116;47000000
419499;What’s the Big Deal;6254;278;09/11/2016 00:00;1728588;105;0
392140;Ma famille t’adore déjà !;5303;261;09/11/2016 00:00;0;85;0
404378;A Street Cat Named Bob;7915;1289;04/11/2016 00:00;17900000;103;8000000
340666;Nocturnal Animals;7442;7196;04/11/2016 00:00;29252978;117;22500000
402693;100 Meters;7312;260;04/11/2016 00:00;0;108;0
332979;Bleed for This;6813;696;04/11/2016 00:00;6174491;116;6000000
339419;Loving;6692;869;04/11/2016 00:00;8996802;123;9000000
340584;Lavender;5681;309;04/11/2016 00:00;0;92;0
336445;Army of One;5217;270;04/11/2016 00:00;0;92;0
354979;Dog Eat Dog;5105;313;04/11/2016 00:00;80;93;0
392142;Max & Leon;6331;739;01/11/2016 00:00;8750678;98;12156348
394684;May God Save Us;6714;399;28/10/2016 00:00;1598584;127;4000000
300667;3 Generations;6391;417;27/10/2016 00:00;680351;87;10000000
403450;At War for Love;73;488;27/10/2016 00:00;0;99;0
408033;Tamara;6371;624;26/10/2016 00:00;0;103;0
284052;Doctor Strange;7427;20935;25/10/2016 00:00;676343174;115;180000000
375355;Don't Hang Up;6158;466;22/10/2016 00:00;0;83;0
374473;I, Daniel Blake;7747;1264;21/10/2016 00:00;15793051;100;0
410718;Before the Flood;7689;736;21/10/2016 00:00;0;93;0
376867;Moonlight;7392;6641;21/10/2016 00:00;65046687;111;4000000
291356;In a Valley of Violence;6129;529;21/10/2016 00:00;53647;104;0
390584;King Cobra;5889;452;21/10/2016 00:00;81757;93;0
380124;Boo! A Madea Halloween;5686;393;21/10/2016 00:00;74827344;103;20000000
352490;This Beautiful Fantastic;7142;296;20/10/2016 00:00;0;100;0
326285;American Pastoral;6149;637;20/10/2016 00:00;0;108;0
335796;Ouija: Origin of Evil;6123;2283;20/10/2016 00:00;81705746;99;9000000
331313;Keeping Up with the Joneses;61;1878;20/10/2016 00:00;29918745;105;40000000
376166;From the Land of the Moon;6544;282;19/10/2016 00:00;47748;120;10300000
343611;Jack Reacher: Never Go Back;5945;4489;19/10/2016 00:00;162146076;118;60000000
340676;Personal Shopper;5915;1126;19/10/2016 00:00;1305195;106;6000000
375798;Brice 3;4207;576;19/10/2016 00:00;0;95;0
369300;The Limehouse Golem;6222;589;18/10/2016 00:00;2225698;109;0
291413;Within;5453;258;18/10/2016 00:00;0;88;0
339405;Christine;6778;336;14/10/2016 00:00;0;123;313465
286567;Max Steel;5628;716;14/10/2016 00:00;6272403;92;10000000
396263;GANTZ:O;73;682;14/10/2016 00:00;2238600;95;0
256569;Trespass Against Us;58;296;14/10/2016 00:00;517197;99;0
302946;The Accountant;7062;5635;13/10/2016 00:00;155160045;128;44000000
136799;Trolls;6671;3304;13/10/2016 00:00;346864462;92;125000000
277834;Moana;76;11502;13/10/2016 00:00;690860472;107;150000000
207932;Inferno;61;5888;13/10/2016 00:00;220021259;121;75000000
419639;The Thinning;6832;336;12/10/2016 00:00;0;90;100000
332794;The Odyssey;6736;386;12/10/2016 00:00;9722918;122;20000000
340674;Dark Crimes;4534;386;12/10/2016 00:00;0;93;4480393
