id,replyCount,likeCount,publishedAt,authorName,text,isReply,isReplyTo,isReplyToName
1485343f44d642cfbe6fb3e2a8ddcfe845640256,,0,"2023-06-05 16:07:00",15805e0a336959c2d097acdda60c13243cd6762f,"@@rayaanansari4834 Damn. I need to pick out a new pair of glasses",1,4ef8dc40c48664537b135c9c69d3b847ad675f28,3f0532bd9ada2a45138aa1576814d1edbb71d924
2f1458ab9a0374f52a5dd033a0181443353f1568,,0,"2023-06-07 05:03:03",cc03dd6a98a611b6e427ced60d0c94690f87161a,"No they didn’t they were abused",1,4ef8dc40c48664537b135c9c69d3b847ad675f28,3f0532bd9ada2a45138aa1576814d1edbb71d924
f447b908847d867d870f83a265ad49316fdf3272,,0,"2023-06-10 14:44:51",fe45466872d5364fd46214ee7578d74dfa02af6d,"I disagree but 🥱",1,4ef8dc40c48664537b135c9c69d3b847ad675f28,3f0532bd9ada2a45138aa1576814d1edbb71d924
c726a49fcd3a03cfdea526fe22df9f20a35bdc4e,,5,"2023-06-10 23:13:22",2f5566db7f2ddd547838f5810643f8c4f00a78da,"@@PETER-pb8ywboys play with barbie’s all the time, no shame.",1,4ef8dc40c48664537b135c9c69d3b847ad675f28,3f0532bd9ada2a45138aa1576814d1edbb71d924
3f9a6b638880a96112958d67255d6ca7dae55806,,0,"2023-06-12 07:52:31",a0411b39d820fcce1f67ee87ea93519778154507,"​@Osaerah Bright special effects",1,4ef8dc40c48664537b135c9c69d3b847ad675f28,3f0532bd9ada2a45138aa1576814d1edbb71d924
4216395ea9b35d9cd5ca4336f70eed2ddcd61bb1,,2,"2023-06-22 00:28:00",7f7a6c180240a04b2d9503de22ad7f7eb4dcfcbf,"Bare in mind, they are contractually obligated to be as positive as possible about the film and its production. If you ever want genuine comments from an actor about a production they were in, you have to wait until the contract expires.",1,4ef8dc40c48664537b135c9c69d3b847ad675f28,3f0532bd9ada2a45138aa1576814d1edbb71d924
ffe332755f3e65a6561e62b2031ad984e9eb98af,,0,"2023-06-22 02:23:52",7f2170fb59fdbce6e4c531defe11850b49767c42,"​@@moo7053it looks interesting, but the movie feels like a early 2000's movie for some reason...",1,4ef8dc40c48664537b135c9c69d3b847ad675f28,3f0532bd9ada2a45138aa1576814d1edbb71d924
2a047f3bbafa67c6998786f954b6019d87d1f9a8,,1,"2023-06-22 16:11:55",483324a6d7e5361b20eb394522bc1c39d62bb694,"Not necessarily…..",1,4ef8dc40c48664537b135c9c69d3b847ad675f28,3f0532bd9ada2a45138aa1576814d1edbb71d924
2e1cd6fc79554f09d4a9951d2bb2298812ea4f25,,2,"2023-07-02 02:32:52",f7c2d15b9913de9707c4c9bb9a52bb28afdbcb57,"Their director is Greta.. she’s the GOAT",1,4ef8dc40c48664537b135c9c69d3b847ad675f28,3f0532bd9ada2a45138aa1576814d1edbb71d924
5bf06eedcb55034790a0d1016779856a3035f117,,0,"2023-07-03 16:50:14",4b1b2e34617e41e66774e3967c34eee94a61489c,"@@Xx_STRHMN_xX youre wrong btw.",1,4ef8dc40c48664537b135c9c69d3b847ad675f28,3f0532bd9ada2a45138aa1576814d1edbb71d924
10a13e76f2f4709cfcb1fef2cf511875eb4b471f,,0,"2023-07-03 16:53:20",4b1b2e34617e41e66774e3967c34eee94a61489c,"@@moo7053 cap btw.",1,4ef8dc40c48664537b135c9c69d3b847ad675f28,3f0532bd9ada2a45138aa1576814d1edbb71d924
ef2c873ccfd149a744fd578d3a6fa4651728dcd6,,0,"2023-07-03 16:55:01",4b1b2e34617e41e66774e3967c34eee94a61489c,"@@angelusvastator1297 Repent, sinner. Heil GOD",1,4ef8dc40c48664537b135c9c69d3b847ad675f28,3f0532bd9ada2a45138aa1576814d1edbb71d924
547c5cf64ff3d330cc7efeabd852b35b31f84666,,1,"2023-07-03 22:17:24",d75a999e2308f754ae6801a2f28610dd180baddd,"You would enjoy working on any movie knowing you are getting grossly overpaid",1,4ef8dc40c48664537b135c9c69d3b847ad675f28,3f0532bd9ada2a45138aa1576814d1edbb71d924
ad1a2f5678c2147ced7d0642d39ba5df7351d514,,0,"2023-07-06 22:57:50",d4304144586a889ef7966edd3b165db5c57ca31b,"@@unrulycrow6299 Suuuure…big boy",1,4ef8dc40c48664537b135c9c69d3b847ad675f28,3f0532bd9ada2a45138aa1576814d1edbb71d924
068903c00e93c87c5a75b46928ea655f1257d5e6,,0,"2023-07-08 06:35:05",da14e906c0d267363d82d0775ea3efcbb8580b8e,"watching barbie movies 🤣",1,4ef8dc40c48664537b135c9c69d3b847ad675f28,3f0532bd9ada2a45138aa1576814d1edbb71d924
cffa8337f71fd905e3b7b8bdcb92d281d033e4c8,,0,"2023-07-10 00:42:25",e3ea4b355bcc3ea194a3a8697df7c2e456ba9322,"What does that have to do with the quality of the movie?",1,4ef8dc40c48664537b135c9c69d3b847ad675f28,3f0532bd9ada2a45138aa1576814d1edbb71d924
935ce5f347206ebf73b2ba9d312bd44b607495e3,,0,"2023-07-10 00:43:40",e3ea4b355bcc3ea194a3a8697df7c2e456ba9322,"If actors were happy, it isn't a good sign.",1,4ef8dc40c48664537b135c9c69d3b847ad675f28,3f0532bd9ada2a45138aa1576814d1edbb71d924
f4a5a642a5fb0234f2d6260ec1c331198f1270c7,,1,"2023-07-10 05:54:47",6a415a98ae3ad64a51196960825e59f153c351c4,"I swear, this is looking so good. Margot Robbie seems to be comedicly legendary in this role. If this movie really becomes a major blockbuster, and the critics make it at least reach the 90% rating on Rotten Tomatoes, all the rumours about this movie getting a Best Picture, Best Director and Best Actress Oscar nominee, might become true! If it does, I'll definetly be with the most joyfull smile on my face, extremly exited for the 96th Oscars.",1,4ef8dc40c48664537b135c9c69d3b847ad675f28,3f0532bd9ada2a45138aa1576814d1edbb71d924
43e8cf02a4d1a76796546e07f387d06e0a1bc5ac,,0,"2023-07-10 17:43:59",e279ab42bb495bafc91d44f84058259f4dbb004b,"As if any actor would say something bad about a movie that pays their bills. It’s all fake. It’s made only to shove leftist, gender ideology propaganda down your throats.",1,4ef8dc40c48664537b135c9c69d3b847ad675f28,3f0532bd9ada2a45138aa1576814d1edbb71d924
0059ab8339afb804f8aa25419460154938b7fec2,,0,"2023-07-16 15:28:14",7a7df9bff08842e237ff2ae349ee30ee2559df23,"when was it ever the case? even with films that received bad criticism? it's literally marketing stuffs",1,4ef8dc40c48664537b135c9c69d3b847ad675f28,3f0532bd9ada2a45138aa1576814d1edbb71d924
0d0d9ea8ba2d45c3d3b3baac9a72c899fde7c6cd,,0,"2023-07-21 05:50:27",c04529703aaef56868bba18928fe620e6902ae08,"Not anymore...",1,4ef8dc40c48664537b135c9c69d3b847ad675f28,3f0532bd9ada2a45138aa1576814d1edbb71d924
110feb510ad280d2850153fa238bfa664db79ea7,,1,"2023-07-21 22:11:42",f13dc95c01dbcb3c38b1f7bce4f055134a69875e,"@@UsersmMnkaakja cope and seethe",1,4ef8dc40c48664537b135c9c69d3b847ad675f28,3f0532bd9ada2a45138aa1576814d1edbb71d924
3ef08ed1bb5782b2c6b66d86d861645f1505aa12,,0,"2023-07-23 18:43:01",97b198e723a20a10db355b695aaf73ba410748b8,"Quite sure they would say differently",1,4ef8dc40c48664537b135c9c69d3b847ad675f28,3f0532bd9ada2a45138aa1576814d1edbb71d924
f6704b23ab828c1fad8158e1840b238f2c19afb9,,0,"2023-07-23 19:01:02",4168d2bb6cd019f1054c55da74705ae6f68b1684,"And then Ken said : "" Why? Because it is the deepest impulse of the J 3 vv i s h soul to unravel the very fabric of life until nothing is left but thread, nothing but nothingness""",1,4ef8dc40c48664537b135c9c69d3b847ad675f28,3f0532bd9ada2a45138aa1576814d1edbb71d924
47fdabfb85a41a66477753064eaa7a87932e1938,,0,"2023-07-23 19:10:51",099f9b8a0286aa31edb1ea352de1e1c677a5599b,"I'm dressing all barbie because of this movie now, check the outfits! 🥰🩷",1,4ef8dc40c48664537b135c9c69d3b847ad675f28,3f0532bd9ada2a45138aa1576814d1edbb71d924
96260ab2ce2591e690024bbb2c9c1884587d4134,,0,"2023-07-23 19:13:34",5852b84e900f0758e9a551bc2fb6b94aba4b2e4f,"What was the average salary",1,4ef8dc40c48664537b135c9c69d3b847ad675f28,3f0532bd9ada2a45138aa1576814d1edbb71d924
3529ec8b0da761d5fc744a57bc306146d8696f69,,0,"2023-07-23 21:53:25",f9bdef6c5015014d4ad2c52af6da4e2f81684407,"Rihanna's voice in the back though",1,4ef8dc40c48664537b135c9c69d3b847ad675f28,3f0532bd9ada2a45138aa1576814d1edbb71d924
15124a5f50ff9da5633619d456b251da3958bfef,,0,"2023-07-23 22:44:10",bc359df0b04dbdf5eb324776be6a3435690f4008,"Which actor(s) didn't?",1,4ef8dc40c48664537b135c9c69d3b847ad675f28,3f0532bd9ada2a45138aa1576814d1edbb71d924
a2450f8f6d8cd73a2be88107057c60ffa708f350,,0,"2023-07-24 06:14:07",0840764244f3bb67ce5b250dcd3484e405f88d40,Uhh..,1,4ef8dc40c48664537b135c9c69d3b847ad675f28,3f0532bd9ada2a45138aa1576814d1edbb71d924
14b2653c603633d95bfc44ad60a9e8cb74cdf663,,1,"2023-07-24 15:26:58",31ff31e73b66fe09c411c00cebb095b3890c31eb,"May everybody who worked on this movie come down with a virulent strain of anthrax.",1,4ef8dc40c48664537b135c9c69d3b847ad675f28,3f0532bd9ada2a45138aa1576814d1edbb71d924
a1075f74553c81cc96a830790d6508353b1f9ef4,,1,"2023-07-24 19:00:25",a694bc20f8043d8a45b249db2a1b276e0ac932b9,"They said that most of the actors on the movie set were thrilled with how it went. Everyone enjoyed being on that movie set.",1,4ef8dc40c48664537b135c9c69d3b847ad675f28,3f0532bd9ada2a45138aa1576814d1edbb71d924
f002e6563d19dcf894e259010fb3987474800c1c,,1,"2023-07-24 19:17:15",31ff31e73b66fe09c411c00cebb095b3890c31eb,"@@castlenovelist97BOOKS That's only because they were all high af.😄",1,4ef8dc40c48664537b135c9c69d3b847ad675f28,3f0532bd9ada2a45138aa1576814d1edbb71d924
b7725e70a9646841fbca8c7e87bf39272ef3db86,,0,"2023-07-25 02:49:34",e15ee750abb69d301ac6b8b03df2d5793def896e,"Uh, they get paid hundreds of thousands (or more) to play on set. Of course they think that. How does that speak to the caliber of the movie?",1,4ef8dc40c48664537b135c9c69d3b847ad675f28,3f0532bd9ada2a45138aa1576814d1edbb71d924
3019a3276c50337027a4f6f19c7d8a5403f6bc7f,,0,"2024-04-01 04:09:34",a5f751281ab9969d164e6966fdf7d790cca4f257,"​@@PETER-pb8ywbeing anything as a liberal socialist is hard.",1,4ef8dc40c48664537b135c9c69d3b847ad675f28,3f0532bd9ada2a45138aa1576814d1edbb71d924
67514ddb8bd8050e50e127049432c93aadd930f0,,0,"2024-06-07 20:45:36",a87919a6720ca64461edc5277027db4116c3951a,"@@Breen09 Most musicals ARE fun.",1,4ef8dc40c48664537b135c9c69d3b847ad675f28,3f0532bd9ada2a45138aa1576814d1edbb71d924
def537760c9911c2bfd2e03f472b369a255e658d,,0,"2024-06-07 20:48:05",a87919a6720ca64461edc5277027db4116c3951a,"@@castlenovelist97BOOKS Singing and dancing --- sheer bliss.",1,4ef8dc40c48664537b135c9c69d3b847ad675f28,3f0532bd9ada2a45138aa1576814d1edbb71d924
25e65981f0a5f4a2aee61138815d8f08bf537824,,0,"2024-06-07 20:49:26",a87919a6720ca64461edc5277027db4116c3951a,"@@winter_s_44 You might not like it. It is mostly impossibly white but there are some hot black guys.",1,4ef8dc40c48664537b135c9c69d3b847ad675f28,3f0532bd9ada2a45138aa1576814d1edbb71d924
b629e69485d468479d8e8e747c52235caccc93b9,,0,"2024-06-21 18:35:11",14403409a2026202c4f1e68c3cc7b9a613a8b711,😊😊😊😊😊,1,4ef8dc40c48664537b135c9c69d3b847ad675f28,3f0532bd9ada2a45138aa1576814d1edbb71d924
921d7fddcd5a88db32c872fc83e9ff92cdb46b70,,0,"2024-09-17 09:12:07",0307f3486193532dd678435b8989f15151eebba5,"@@genevieveyork7275 simp",1,4ef8dc40c48664537b135c9c69d3b847ad675f28,3f0532bd9ada2a45138aa1576814d1edbb71d924
15196ab4fb3780939da5b98d754aad17d6fd4331,,0,"2024-09-17 15:13:36",e2bbbeb135284421aac57adc9613e227e986cd33,"@@SupiriYaka lol you're really gonna necro a comment over a year old for a petty insult 🤣Enjoy the brainrot",1,4ef8dc40c48664537b135c9c69d3b847ad675f28,3f0532bd9ada2a45138aa1576814d1edbb71d924
59cc54d41b2c3dd1f9e366222283771a91efa102,,0,"2024-11-13 16:24:26",6f38eb3df6c9f16b006abb22c5587b8bf7607b6c,"Потому что им не приходилось работать , в связи с чем , сие произведение , если это можно так называть , является дерьмом",1,4ef8dc40c48664537b135c9c69d3b847ad675f28,3f0532bd9ada2a45138aa1576814d1edbb71d924
f19713a5c5e29a7d3b2b642d7457635cd05df0da,11,314,"2024-03-31 15:43:04",8b96caec402306a3ac17d230ff2942f0f7d11ee8,"So nostalgic...it should have been nominated for more awards....I'm 60 and I found myself being a child again....at times crying....I don't think people gave this movie enough credit....I never even knew Barbie was created by an older woman. I've watched it now about 5 times...I still get teary eyed..Margot Robbie was astounding in the role...",0,,
4b3d8419f968d972b4a6e355a739b1ab87b820d2,,6,"2024-04-11 01:15:10",53fc0995f7888296d41155f47258dd79a78d7d93,lies,1,f19713a5c5e29a7d3b2b642d7457635cd05df0da,8b96caec402306a3ac17d230ff2942f0f7d11ee8
